bulk_id,slab_millers,slab_shift,slab_comp,top,slab_identifier,Ametal,Bmetal,Cmetal,surface_energy,Cost,DFT_ads_E,symbol,AandB,reaction_type,activity_pathway,optimal_energy,activity_width,source_file,processed_date,ascicat_version,bimetallic_filtered
mp-20900_H_4_111,111,,,,,Cu,Sb,,0.6998114138207773,15.0918025,-0.22956366,Cu6Sb2,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20900_H_5_111,111,,,,,Cu,Sb,,0.7693177435605769,15.0918025,-0.12943948,Cu6Sb2,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_1_111,111,,,,,Cu,Sn,,0.879571648035104,15.4369325,-0.28738664,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_2_111,111,,,,,Cu,Sn,,0.9228705716964664,15.4369325,-0.1654559,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_4_111,111,,,,,Cu,Sn,,0.91288737116892,15.4369325,-0.15613835,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_5_111,111,,,,,Cu,Sn,,0.9791747644927596,15.4369325,-0.11466557,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20714_H_0_111,111,,,,,Fe,Sb,,0.8950870337118576,19.54103666666666,-0.39459594,Fe2Sb4,Fe-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20714_H_1_111,111,,,,,Fe,Sb,,0.978068075445276,19.54103666666666,-0.22668033,Fe2Sb4,Fe-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20928_H_4_111,111,,,,,Ru,Sb,,1.1656839623886563,6771.164353333331,-0.11719895,Sb4Ru2,Ru-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-9835_H_0_111,111,,,,,Co,Sb,,0.925476788589998,30.74097333333332,-0.28788707,Co2Sb4,Co-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-9835_H_1_111,111,,,,,Co,Sb,,0.9529375511879384,30.74097333333332,-0.11799429,Co2Sb4,Co-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1072181_H_0_111,111,,,,,Fe,Sb,,0.4956042589605582,19.54103666666666,-0.24070503,Fe2Sb4,Fe-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1072181_H_2_111,111,,,,,Fe,Sb,,0.4446906230441501,19.54103666666666,-0.33548246,Fe2Sb4,Fe-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20086_H_0_111,111,,,,,Mn,Sn,,0.9817795413194864,20.449249999999996,-0.20002387,Mn2Sn4,Mn-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20086_H_1_111,111,,,,,Mn,Sn,,1.0782427095371876,20.449249999999996,-0.17013869,Mn2Sn4,Mn-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20086_H_2_111,111,,,,,Mn,Sn,,0.9243512356025304,20.449249999999996,-0.18710522,Mn2Sn4,Mn-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20086_H_3_111,111,,,,,Mn,Sn,,0.8823831430502391,20.449249999999996,-0.23399633,Mn2Sn4,Mn-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20155_H_0_111,111,,,,,Co,Sn,,0.837899625797754,31.66131999999999,-0.22184664,Co2Sn4,Co-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20155_H_2_111,111,,,,,Co,Sn,,0.8027734497268889,31.66131999999999,-0.17701998,Co2Sn4,Co-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20155_H_3_111,111,,,,,Co,Sn,,0.8340814320354135,31.66131999999999,-0.22348949,Co2Sn4,Co-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-22752_H_0_111,111,,,,,Fe,Sn,,0.9164452975652364,20.461383333333327,-0.34644242,Fe2Sn4,Fe-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-22752_H_1_111,111,,,,,Fe,Sn,,1.0121810051045506,20.461383333333327,-0.19619126,Fe2Sn4,Fe-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-22752_H_2_111,111,,,,,Fe,Sn,,0.8564519572753387,20.461383333333327,-0.19716073,Fe2Sn4,Fe-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-22752_H_3_111,111,,,,,Fe,Sn,,0.8554232019640398,20.461383333333327,-0.23018211,Fe2Sn4,Fe-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-510219_H_0_111,111,,,,,Ru,Sn,,0.9875952444332408,6772.084699999998,-0.27271038,Sn4Ru2,Ru-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-510219_H_1_111,111,,,,,Ru,Sn,,1.075862250126983,6772.084699999998,-0.12354695,Sn4Ru2,Ru-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-510219_H_2_111,111,,,,,Ru,Sn,,0.9424683606960056,6772.084699999998,-0.24202628,Sn4Ru2,Ru-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-510219_H_3_111,111,,,,,Ru,Sn,,0.9851628123386456,6772.084699999998,-0.3493167,Sn4Ru2,Ru-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-568_H_3_111,111,,,,,Sb,Ti,,0.925758470684605,21.78492666666666,-0.31129682,Ti2Sb4,Sb-Ti,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-973354_H_1_111,111,,,,,Pt,Sb,,0.6810596564411319,23037.700382500003,-0.2716012,SbPt3,Pt-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1120769_H_0_111,111,,,,,Pt,Ru,,2.2125879641567514,25481.075,-0.36137784,RuPt,Pt-Ru,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1235_H_1_111,111,,,,,Ir,Ti,,2.303905547058123,68323.75086,-0.28228125,Ti2Ir2,Ir-Ti,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1601_H_1_111,111,,,,,Ru,Ta,,2.501551078386238,10302.81,-0.37025166,TaRu,Ru-Ta,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-2213_H_0_111,111,,,,,Fe,Ni,,2.559485056262764,7.92251,-0.34467688,Fe2Ni2,Fe-Ni,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-2260_H_0_111,111,,,,,Fe,Pt,,2.308324326174044,15353.640025,-0.35247603,FePt,Fe-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-432_H_0_111,111,,,,,Nb,Ru,,2.317759484120512,10167.69,-0.27974335,NbRu,Nb-Ru,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-949_H_0_111,111,,,,,Co,Pt,,2.119936959623673,15370.43993,-0.39612369,Co2Pt2,Co-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1221425_H_0_111,111,,,,,Mo,Pt,,1.9722650059753888,23045.870270000003,-0.38164267,MoPt3,Mo-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-2083_H_0_210,210,,,,,Ir,Sn,,1.0136915948828826,45567.318033333315,-0.1401535,Sn2Ir,Ir-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-838_H_0_210,210,,,,,Cu,Sn,,0.731595416343544,15.4369325,-0.13265035,Cu3Sn,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1521_H_5_210,210,,,,,Mo,Sb,,0.998435002466024,39.065394999999995,-0.16931093,Sb14Mo6,Mo-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-22344_H_3_210,210,,,,,Ru,Sn,,1.138195169905296,6097.940435,-0.3645967,Sn14Ru6,Ru-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1009207_H_1_210,210,,,,,Mn,Sb,,1.1045596018656358,14.66259,-0.21214845,MnSb,Mn-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-11552_H_0_210,210,,,,,Pt,Ti,,1.6160325779109208,15357.00586,-0.2070045,TiPt,Pt-Ti,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1183969_H_1_210,210,,,,,Cu,Sb,,0.7590966781710543,15.0918025,-0.30026883,Cu3Sb,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-12086_H_0_210,210,,,,,Cu,Pt,,1.506914294919244,7684.57142,-0.3257783,Cu3Pt,Cu-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-12086_H_1_210,210,,,,,Cu,Pt,,1.5013330664286848,7684.57142,-0.29030203,Cu3Pt,Cu-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-12798_H_0_210,210,,,,,Ni,Pt,,2.057844465909902,7688.6037275,-0.3955775,Ni3Pt,Ni-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-10598_H_0_210,210,,,,,Cu,Sn,,0.7278672277010587,20.505305,-0.19085743,Cu2Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1207123_H_2_210,210,,,,,Nb,Sb,,1.5292238375974925,54.835764999999995,-0.20430633,Nb2Sb2,Nb-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-13138_H_0_210,210,,,,,Cu,Sn,,0.8279590621785623,15.4369325,-0.24530253,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-13138_H_1_210,210,,,,,Cu,Sn,,0.9214502218350684,15.4369325,-0.28916604,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-13138_H_2_210,210,,,,,Cu,Sn,,0.9981654035778816,15.4369325,-0.2554544,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-13138_H_4_210,210,,,,,Cu,Sn,,0.9030209395126564,15.4369325,-0.22746902,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-13138_H_5_210,210,,,,,Cu,Sn,,1.0106878362310758,15.4369325,-0.20765169,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-19856_H_1_210,210,,,,,Pt,Sn,,0.8569125587193728,15368.911025,-0.22154882,Sn2Pt2,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-19856_H_2_210,210,,,,,Pt,Sn,,1.0118959707318125,15368.911025,-0.20230904,Sn2Pt2,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-22389_H_1_210,210,,,,,Mn,Sn,,1.4455441953254915,7.70825,-0.12484246,Mn6Sn2,Mn-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-2845_H_0_210,210,,,,,Pt,Sb,,0.7054267969024379,15368.220765,-0.28421273,Sb2Pt2,Pt-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-30846_H_0_210,210,,,,,Pt,Sn,,0.7229070660120318,12301.25723,-0.14253215,Sn6Pt4,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-30846_H_1_210,210,,,,,Pt,Sn,,0.8252111502270947,12301.25723,-0.20551233,Sn6Pt4,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-30846_H_2_210,210,,,,,Pt,Sn,,0.7156628550028721,12301.25723,-0.27412836,Sn6Pt4,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-810_H_1_210,210,,,,,Ni,Sb,,0.7906654469177574,22.50325,-0.22402089,Ni2Sb2,Ni-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-810_H_2_210,210,,,,,Ni,Sb,,0.9797380170082992,22.50325,-0.24526628,Ni2Sb2,Ni-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1184069_H_0_210,210,,,,,Cu,Ni,,1.8986047780319533,13.056765,-0.34569393,CuNi,Cu-Ni,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1218950_H_0_210,210,,,,,Mo,Sn,,1.773033500360723,54.1163225,-0.34396635,SnMo3,Mo-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20900_H_0_210,210,,,,,Cu,Sb,,0.7201282631813798,15.0918025,-0.22038803,Cu6Sb2,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20900_H_1_210,210,,,,,Cu,Sb,,0.6388625676303543,15.0918025,-0.12521583,Cu6Sb2,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-30850_H_0_210,210,,,,,Pt,Ta,,1.968447770880666,23118.0475,-0.34875783,Ta2Pt6,Pt-Ta,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_0_210,210,,,,,Cu,Sn,,0.8860990970916668,15.4369325,-0.18912976,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_1_210,210,,,,,Cu,Sn,,0.8525255541800856,15.4369325,-0.22411983,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20714_H_1_210,210,,,,,Fe,Sb,,0.8335200912423852,19.54103666666666,-0.20212316,Fe2Sb4,Fe-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20714_H_2_210,210,,,,,Fe,Sb,,0.9976161880238598,19.54103666666666,-0.21670568,Fe2Sb4,Fe-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20928_H_1_210,210,,,,,Ru,Sb,,0.9835541515149754,6771.164353333331,-0.16573081,Sb4Ru2,Ru-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20928_H_2_210,210,,,,,Ru,Sb,,1.1325907797430754,6771.164353333331,-0.26346584,Sb4Ru2,Ru-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-9835_H_0_210,210,,,,,Co,Sb,,0.9951376413972112,30.74097333333332,-0.22258749,Co2Sb4,Co-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-9835_H_1_210,210,,,,,Co,Sb,,0.8303164749186156,30.74097333333332,-0.20560689,Co2Sb4,Co-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-9835_H_2_210,210,,,,,Co,Sb,,0.9876986091869768,30.74097333333332,-0.19998723,Co2Sb4,Co-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-949_H_1_210,210,,,,,Co,Pt,,2.2140701838383743,15370.43993,-0.35346223,Co2Pt2,Co-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-2002_H_0_211,211,,,,,Cu,Sb,,0.3570892531086651,15.0918025,-0.15197787,Cu3Sb,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-2083_H_0_211,211,,,,,Ir,Sn,,0.8750796056580818,45567.318033333315,-0.20751188,Sn2Ir,Ir-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-838_H_0_211,211,,,,,Cu,Sn,,0.7322990380782837,15.4369325,-0.10302578,Cu3Sn,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-22040_H_0_211,211,,,,,Ir,Sn,,0.7011248488268959,41013.650435,-0.10270811,Sn14Ir6,Ir-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1009207_H_0_211,211,,,,,Mn,Sb,,0.9095204923795824,14.66259,-0.17487366,MnSb,Mn-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-11552_H_0_211,211,,,,,Pt,Ti,,1.3969900051421902,15357.00586,-0.24028649,TiPt,Pt-Ti,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-12086_H_0_211,211,,,,,Cu,Pt,,1.3477229481657298,7684.57142,-0.3031862,Cu3Pt,Cu-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-12086_H_1_211,211,,,,,Cu,Pt,,1.353102272942543,7684.57142,-0.33866303,Cu3Pt,Cu-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-10598_H_3_211,211,,,,,Cu,Sn,,0.8383116687735297,20.505305,-0.35658364,Cu2Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1186237_H_0_211,211,,,,,Nb,Sn,,0.4518995579343862,43.0840375,-0.10922943,Nb2Sn6,Nb-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1187261_H_2_211,211,,,,,Sn,Ta,,0.2822863957363477,110.6440375,-0.31255709,Ta2Sn6,Sn-Ta,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-13138_H_0_211,211,,,,,Cu,Sn,,0.8831802506571611,15.4369325,-0.20387758,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-13138_H_1_211,211,,,,,Cu,Sn,,0.8822354922708245,15.4369325,-0.18827694,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-13138_H_2_211,211,,,,,Cu,Sn,,0.8657146793792481,15.4369325,-0.28712313,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-19856_H_0_211,211,,,,,Pt,Sn,,0.949450943414734,15368.911025,-0.31098323,Sn2Pt2,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-19856_H_1_211,211,,,,,Pt,Sn,,1.08815628902799,15368.911025,-0.35511669,Sn2Pt2,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-19856_H_2_211,211,,,,,Pt,Sn,,0.9583101237479048,15368.911025,-0.16979861,Sn2Pt2,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-2845_H_1_211,211,,,,,Pt,Sb,,0.8368014676035871,15368.220765,-0.2119453,Sb2Pt2,Pt-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-2845_H_3_211,211,,,,,Pt,Sb,,0.8663262721000815,15368.220765,-0.37844286,Sb2Pt2,Pt-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-30846_H_0_211,211,,,,,Pt,Sn,,0.7347713593094635,12301.25723,-0.13651096,Sn6Pt4,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-30846_H_1_211,211,,,,,Pt,Sn,,0.8128752805684181,12301.25723,-0.2190746,Sn6Pt4,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-30846_H_2_211,211,,,,,Pt,Sn,,0.749254064703178,12301.25723,-0.18217799,Sn6Pt4,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-30846_H_3_211,211,,,,,Pt,Sn,,0.7502717688216917,12301.25723,-0.12811078,Sn6Pt4,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-810_H_0_211,211,,,,,Ni,Sb,,0.8916559651881585,22.50325,-0.25274093,Ni2Sb2,Ni-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-810_H_1_211,211,,,,,Ni,Sb,,1.082598086482708,22.50325,-0.28702265,Ni2Sb2,Ni-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-810_H_2_211,211,,,,,Ni,Sb,,0.918049271565046,22.50325,-0.20782505,Ni2Sb2,Ni-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20900_H_3_211,211,,,,,Cu,Sb,,0.7388449160422998,15.0918025,-0.19333554,Cu6Sb2,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20900_H_4_211,211,,,,,Cu,Sb,,0.7823681643252358,15.0918025,-0.23134589,Cu6Sb2,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20900_H_7_211,211,,,,,Cu,Sb,,0.7412098736062673,15.0918025,-0.2870102,Cu6Sb2,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_2_211,211,,,,,Cu,Sn,,0.9684681066338348,15.4369325,-0.14604197,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_3_211,211,,,,,Cu,Sn,,0.923911693001582,15.4369325,-0.14977591,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_5_211,211,,,,,Cu,Sn,,0.9281803833265814,15.4369325,-0.14651976,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_6_211,211,,,,,Cu,Sn,,0.9275437439275924,15.4369325,-0.11212651,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20714_H_1_211,211,,,,,Fe,Sb,,0.9486999955301588,19.54103666666666,-0.34561709,Fe2Sb4,Fe-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20714_H_4_211,211,,,,,Fe,Sb,,0.9777342218369348,19.54103666666666,-0.26633025,Fe2Sb4,Fe-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20928_H_4_211,211,,,,,Ru,Sb,,1.1186882154240727,6771.164353333331,-0.34466028,Sb4Ru2,Ru-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-9835_H_0_211,211,,,,,Co,Sb,,0.9969651694749756,30.74097333333332,-0.33803772,Co2Sb4,Co-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-9835_H_1_211,211,,,,,Co,Sb,,0.9706553355564262,30.74097333333332,-0.25523544,Co2Sb4,Co-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-9835_H_4_211,211,,,,,Co,Sb,,0.9763852540625692,30.74097333333332,-0.20445,Co2Sb4,Co-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20155_H_2_211,211,,,,,Co,Sn,,1.0526186023019786,31.66131999999999,-0.21967854,Co2Sn4,Co-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-22752_H_0_211,211,,,,,Fe,Sn,,0.8513771770376123,20.461383333333327,-0.26073252,Fe2Sn4,Fe-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-510219_H_0_211,211,,,,,Ru,Sn,,0.8881660423954755,6772.084699999998,-0.24587532,Sn4Ru2,Ru-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-510219_H_2_211,211,,,,,Ru,Sn,,1.2225689947028169,6772.084699999998,-0.33637131,Sn4Ru2,Ru-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-568_H_2_211,211,,,,,Sb,Ti,,0.8732953188982153,21.78492666666666,-0.35701123,Ti2Sb4,Sb-Ti,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1100766_H_0_211,211,,,,,Ni,Pt,,1.983241481292814,7688.6037275,-0.38425766,Ni3Pt,Ni-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-973354_H_3_211,211,,,,,Pt,Sb,,0.8883294897004763,23037.700382500003,-0.37164718,SbPt3,Pt-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1030_H_0_221,221,,,,,Pt,Sb,,1.1871198701437111,26872.44019125,-0.38008509,SbPt7,Pt-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-2083_H_0_221,221,,,,,Ir,Sn,,0.8603905125419432,45567.318033333315,-0.25729276,Sn2Ir,Ir-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-838_H_1_221,221,,,,,Cu,Sn,,0.779560279350559,15.4369325,-0.23421402,Cu3Sn,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1521_H_0_221,221,,,,,Mo,Sb,,0.9424318513755218,39.065394999999995,-0.28433442,Sb14Mo6,Mo-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1009206_H_1_221,221,,,,,Mn,Sn,,1.1938858146035742,15.35285,-0.29072565,MnSn,Mn-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1009207_H_1_221,221,,,,,Mn,Sb,,0.9730334880710204,14.66259,-0.19250603,MnSb,Mn-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
